Llistat del pla docent per estudi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Centre: ;;;6 - Facultat de Ciències, Tecnologia i Enginyeries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estudi: ;;;Tots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curs acadèmic: ;;;2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identificador element;Centre;Descripció del Centre;Pla;Descripció del Pla;Codi de l'assignatura;Assignatura;Curs;Tipus de l?assignatura;Crèdits ECTS;Classe;Categoria;Tipologia;Grup;Observacions;Estudiants matriculats;places;Estudiants previstos assignatura;Estudiants màxim propis grup;Hores previstes per grup;Tipus del període;Valor del període;Torn;Idioma;Modalitat;Matricula Out;Altres plans de l?assignatura;Criteri d?assignació;Grup pare;EstudiGrup pare;Macrogrups fills;Matriculats fills;Identificador elementFill1;Identificador elementFill2;Identificador elementFill3;Identificador elementFill4;Identificador elementFill5;Identificador elementFill6;Identificador elementFill7;Identificador elementFill8;Identificador elementFill9;Identificador elementFill10;Identificador elementFill11;Identificador elementFill12;Identificador elementFill13;Identificador elementFill14;Identificador elementFill15;Identificador elementFill16;Identificador elementFill17;Identificador elementFill18;Identificador elementFill19;Identificador elementFill20;Identificador elementFill21;Identificador elementFill22;Identificador elementFill23
25_13107_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13107;Electrònica Digital;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;20;30;20;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13107_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13107;Electrònica Digital;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;20;30;20;80;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13110_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13110;Genètica;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;40;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13285_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_13110_11;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;13110;Genètica;1;Normal;6;Complements de formació;ESTÀNDARD;Grup Classe;11; ;40;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13285_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13110_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13110;Genètica;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;12; ;44;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13285_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_13110_12;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;13110;Genètica;1;Normal;6;Complements de formació;ESTÀNDARD;Grup Classe;12; ;44;45;46;45;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13285_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13112_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13112;Microbiologia General;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;11; ;25;30;40;30;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13288_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13112_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13112;Microbiologia General;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;12; ;25;30;40;30;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13288_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13113_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13113;Bioestadística;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;11; ;30;40;50;40;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13390_11;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13113_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13113;Bioestadística;2;Normal;6;Formació bàsica;NO ESTÀNDARD;Grup Classe;12; ;37;40;50;40;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;30_13390_12;0;0;;;;;;;;;;;;;;;;;;;;;;;
45_13114_11;6;Facultat de Ciències, Tecnologia i Enginyeries;45;Anàlisi de Dades Òmiques / Omics Data Analysis;13114;Genètica Molecular;1;Normal;6;Complements de formació;ESTÀNDARD;Grup Classe;11; ;88;90;40;90;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13114_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13114;Genètica Molecular;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;88;90;40;90;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13114_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13114;Genètica Molecular;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;12; ;5;50;40;50;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13115_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13115;Fonaments d'Enginyeria;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;83;85;50;85;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13116_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe en anglès;11; ;62;70;52;70;180;S;2;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;1;11;30_17279_11;;;;;;;;;;;;;;;;;;;;;;
27_13116_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;14;52;14;60;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13116_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;14;52;14;60;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13116_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;14;52;14;60;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13116_1104;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1104; ;0;14;52;14;60;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13116_1105;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13116;Microbiologia Avançada ;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1105; ;0;14;52;14;60;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13117_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13117;Bioestadística Avançada;  ;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe;11; ;55;60;40;60;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13117_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13117;Bioestadística Avançada;  ;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;24;40;24;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13117_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13117;Bioestadística Avançada;  ;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;24;40;24;60;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13121_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13121;Bioinformàtica I;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;11; ;50;65;45;65;120;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;1;4;30_13665_11;;;;;;;;;;;;;;;;;;;;;;
27_13121_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13121;Bioinformàtica I;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;24;45;24;120;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13121_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13121;Bioinformàtica I;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;24;45;24;120;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Grup Classe;11; ;57;70;40;70;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1104;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1104; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1105;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1105; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13122_1106;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13122;Laboratori Integrat II;3;Normal;3;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1106; ;0;8;40;8;90;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Grup Classe;11; ;56;65;40;65;330;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1103;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1103; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1104;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1104; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1105;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1105; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13123_1106;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13123;Bioreactors;3;Normal;9;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1106; ;0;8;40;8;30;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13126_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13126;Química i Enginyeria de Proteïnes;3;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;52;60;40;60;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13127_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13127;Bioinformàtica II;3;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe en anglès;11; ;48;55;41;55;120;S;2;Torn Matí;Anglès;Presencial;0;1001,1002,1003,1009;Manual;0;;1;3;30_13666_11;;;;;;;;;;;;;;;;;;;;;;
27_13127_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13127;Bioinformàtica II;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1101; ;0;24;41;24;120;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13127_1102;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13127;Bioinformàtica II;3;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1102; ;0;24;41;24;120;S;2;Torn Matí;Anglès;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13128_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13128;Regulació del Metabolisme;3;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;55;60;45;60;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13129_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13129;Processos i Productes Biotecnològics;3;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;52;60;40;60;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13131_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13131;Aspectes Socials i Legals de la Biotecnologia;4;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;11; ;38;55;30;55;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;11;No informat;4;25;40;25;0;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;12;No informat;5;25;40;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_32;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Grup Classe;32;No informat;9;25;40;25;0;S;2;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutoritzacions de pràctiques externes o de TFG/TFM;1101;No informat;0;0;40;0;500;S;1;Torn Mixt;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutoritzacions Fora Dedicació;1101;No informat;0;0;40;0;500;S;1;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13133_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13133;Pràctiques Externes I;4;Pràctiques Curriculars;6;Pràctiques externes;PRACT. Externes/Extracurrriculars;Tutories Altra Activitat Acadèmica;1101;No informat;0;0;40;0;500;S;2;Torn Mixt;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Grup Classe;11;No informat;12;20;40;20;0;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_12;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Grup Classe;12;No informat;0;35;40;35;0;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_32;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Grup Classe;32;No informat;0;10;40;10;0;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutoritzacions Fora Dedicació;1101;No informat;0;0;40;0;600;S;1;Torn Matí;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tribunals de TFG i TFM;1101;No informat;0;0;40;0;120;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutories Altra Activitat Acadèmica;1101;No informat;0;0;40;0;600;S;2;Torn Matí;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13134_1101;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13134;Treball de Fi de Grau;4;Treball fi de grau;12;Treball de fi de grau;TFG/TFM;Tutoritzacions de pràctiques externes o de TFG/TFM;1101;No informat;0;0;40;0;600;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13136_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13136;Economia;4;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;11;25;25;25;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13137_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13137;Creació de Bioempreses;4;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;10;25;25;25;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13141_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13141;Prospecció i Visualització de Dades Òmiques;4;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;21;25;26;25;240;S;1;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13151_1;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13151;Genòmica;4;Normal;6;Optativa;ESTÀNDARD;Docència Fora dedicació;1; ;0;0;25;0;108;S;2;Torn Matí;Català; ;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
27_13151_11;6;Facultat de Ciències, Tecnologia i Enginyeries;27;Biotecnologia;13151;Genòmica;4;Normal;6;Optativa;ESTÀNDARD;Grup Classe;11; ;16;25;25;25;240;S;2;Torn Matí;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13169_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13169;Enginyeria Tèrmica i de Fluids;  ;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;15; ;45;45;20;45;240;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;1;0;25_13169_40;;;;;;;;;;;;;;;;;;;;;;
25_13169_40;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13169;Enginyeria Tèrmica i de Fluids;  ;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;40; ;0;5;20;5;240;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;25_13169_15;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13170_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13170;Regulació Automàtica;  ;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;30;45;20;45;200;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13170_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13170;Regulació Automàtica;  ;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;20;24;40;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13170_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13170;Regulació Automàtica;  ;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;20;24;40;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13171_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13171;Estratègia Empresarial i Màrqueting;2;Normal;6;Formació bàsica;ESTÀNDARD;Grup Classe;15; ;42;50;40;50;240;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13172_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13172;Electrònica de Potència;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;44;50;24;50;180;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13172_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13172;Electrònica de Potència;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1501; ;0;24;24;24;60;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13172_1502;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13172;Electrònica de Potència;2;Normal;6;Obligatòria;NO ESTÀNDARD;Laboratori / Taller;1502; ;0;24;24;24;60;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13173_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13173;Elasticitat i Resistència de Materials;2;Normal;6;Obligatòria;ESTÀNDARD;Grup Classe;15; ;42;45;40;45;240;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13174_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13174;Fonaments de Gestió Empresarial;2;Normal;6;Formació bàsica;ESTÀNDARD;Grup Classe;15; ;46;55;40;55;240;S;1;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13175_15;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13175;Projecte Integrat I;2;Normal;6;Obligatòria;NO ESTÀNDARD;Grup Classe;15; ;38;45;24;45;60;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
25_13175_1501;6;Facultat de Ciències, Tecnologia i Enginyeries;25;Enginyeria Mecatrònica;13175;Projecte Integrat I;2;Normal;6;Obligatòria;NO ESTÀNDARD;Aprenentatge Basat en Casos Clínics / Projectes;1501; ;0;12;24;12;180;S;2;Torn Tarda;Català;Presencial;0;;Manual;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;
